Function,Configuration,Mean_Fitness,Std_Fitness,Best_Fitness,Worst_Fitness,Median_Fitness,Mean_Time,Std_Time,Success_Rate,Num_Runs
drop_wave,Binary_1Point,-0.9363374795432656,0.008439398437359425,-0.9794576935329424,-0.9227441262543593,-0.9361137842154272,0.4815995772679647,0.021386060498499643,1.0,30
drop_wave,Binary_2Point,-0.9364202709418492,0.02186325201418742,-0.9982782718128308,-0.8505259511590842,-0.9361489478027253,0.4941507418950399,0.013956288183317516,1.0,30
drop_wave,Real_Arithmetic,-0.944683002284651,0.02151991723435043,-0.9999999999964329,-0.9361836196481164,-0.9362453278079396,0.2703051487604777,0.010640894082394275,1.0,30
drop_wave,Real_BLX_Alpha,-0.9532465586783194,0.02819335201721081,-1.0,-0.9362453263059063,-0.9362453278079418,0.2800943613052368,0.012412109572989397,1.0,30
cross_in_tray,Binary_1Point,-2.0625557798471283,5.4811027416426166e-05,-2.0626115941987395,-2.062414893238125,-2.062573324488958,0.54987739721934,0.014287940229913696,1.0,30
cross_in_tray,Binary_2Point,-2.0624549468409996,0.0004892678031544963,-2.0626116684460083,-2.0599221265509793,-2.062570208473423,0.5623149553934733,0.015859038692104525,1.0,30
cross_in_tray,Real_Arithmetic,-2.0626118675896503,5.2820635518977965e-09,-2.0626118708163537,-2.0626118518907557,-2.062611870224376,0.3529176870981852,0.00971204123175104,1.0,30
cross_in_tray,Real_BLX_Alpha,-2.062611868713016,3.946368860203945e-09,-2.062611870822737,-2.0626118517900176,-2.0626118705800236,0.36329045295715334,0.013257891795856633,1.0,30
